1;1;46.987135;-123.378504
1;2;46.987169;-123.377112
1;3;46.987242;-123.375723
1;4;46.987348;-123.374341
1;5;46.987493;-123.372963
1;6;46.987669;-123.371594
1;7;46.987883;-123.370236
1;8;46.988131;-123.368891
1;9;46.988413;-123.367562
1;10;46.988729;-123.366247
1;11;46.989081;-123.364952
1;12;46.989466;-123.363676
1;13;46.989878;-123.362423
1;14;46.990328;-123.361193
1;15;46.990804;-123.359989
1;16;46.991316;-123.358811
1;17;46.991854;-123.357662
1;18;46.992422;-123.356545
1;19;46.993021;-123.355459
1;20;46.993647;-123.354407
1;21;46.994295;-123.35339
1;22;46.994974;-123.352409
1;23;46.995676;-123.351466
1;24;46.996401;-123.350563
1;25;46.997148;-123.349699
1;26;46.997919;-123.348877
1;27;46.998709;-123.348099
1;28;46.999517;-123.347364
1;29;47.000345;-123.346676
1;30;47.001192;-123.346032
1;31;47.002054;-123.345436
1;32;47.002928;-123.344887
1;33;47.003821;-123.344386
1;34;47.004721;-123.343936
1;35;47.005632;-123.343535
1;36;47.006556;-123.343184
1;37;47.007486;-123.342884
1;38;47.008424;-123.342634
1;39;47.009367;-123.342438
1;40;47.010317;-123.342295
1;41;47.011267;-123.342202
1;42;47.012221;-123.342162
1;43;47.013174;-123.342175
1;44;47.014124;-123.342239
1;45;47.015074;-123.342356
1;46;47.01602;-123.342526
1;47;47.016962;-123.342747
1;48;47.017897;-123.34302
1;49;47.018823;-123.343344
1;50;47.019743;-123.343718
1;51;47.020647;-123.344143
1;52;47.021543;-123.344618
1;53;47.022428;-123.345143
1;54;47.023298;-123.345715
1;55;47.024153;-123.346333
1;56;47.024988;-123.347001
1;57;47.025808;-123.347712
1;58;47.026609;-123.348467
1;59;47.027388;-123.349266
1;60;47.028151;-123.350109
1;61;47.028887;-123.350992
1;62;47.0296;-123.351916
1;63;47.030291;-123.352877
1;64;47.030954;-123.353876
1;65;47.031591;-123.354912
1;66;47.032206;-123.355982
1;67;47.032789;-123.357083
