,,'Holiday Inn Hotel And Towers', 'Holiday Inn Hotel & Towers Lubbock', 1.0
,,'Extended StayAmerica', 'Extended Stay America Hotel North Raleigh', 0.85106382978723405
,,'Fairfield Inn', 'Fairfield Inn Charlottesville', 1.0
,,'Hilton City Center', 'Hilton Hotel City Center Salt Lake City', 1.0
,,'Springhill Suites', 'SpringHill Suites Sioux Falls', 1.0
,,'Extended StayAmerica Northridge', 'Extended Stay America Hotel Northridge Los Angeles', 0.98412698412698407
,,'Holiday Inn', 'Holiday Inn Sacramento Rancho Cordova', 1.0
,,'Best Western Clock Tower Resort', 'Best Western Clock Tower Resort Rockford', 1.0
,,'Grand Bohemian', 'Grand Bohemian Hotel Orlando', 1.0
,,'Newport Beach Hotel and Suites', 'Newport Beach Hotel and Suites', 1.0
,,'The Shores Resort and Spa', 'The Shores Resort Daytona Beach', 0.84999999999999998
,,'Studioplus West', 'Studio Plus Hotel West El Paso', 0.8571428571428571
,,'Hyatt Place Convention Center', 'Hyatt Place Hotel Orlando', 1.0
,,'Baymont Inn and Suites', 'Baymont Inn And Suites Conroe', 1.0
,,'Crowne Plaza', 'Crowne Plaza Hotel Colorado Springs', 1.0
,,'Best Western Airport Inn', 'Best Western Airport Inn & Suites Orlando', 0.84210526315789469
,,'Clarion La Guardia Airport', 'Clarion Hotel La Guardia Airport New York City', 1.0
,,'Hilton', 'Hilton Hotel Seattle', 1.0
,,'Grand Bay Miami', 'Grand Bay Hotel Miami', 1.0
,,'Holiday Inn Express', 'Holiday Inn Express Spokane', 1.0
,,'Courtyard', 'Courtyard Hotel Downtown Tampa', 1.0
,,'Crowne Plaza Northwest', 'Crowne Plaza Hotel Northwest Brookhollow Houston', 1.0
,,'Staybridge Suites Chatsworth', 'Staybridge Suites Chatsworth Los Angeles', 1.0
,,'Holiday Inn Select Peachtree Corners', 'Holiday Inn Select Peachtree Corners Norcross', 1.0
,,'Marriott Boulder', 'Marriott Hotel Boulder', 1.0
,,'Hyatt Regency', 'Hyatt Regency Hotel Baltimore', 1.0
,,'Holiday Inn near the Galleria', 'Holiday Inn Houston Near the Galleria', 0.98305084745762716
,,'Sheraton City Center', 'Sheraton Hotel City Center Baltimore', 1.0
,,'Holiday Inn at Blue Ridge Shadows', 'Holiday Inn Hotel & Suites Blue Ridge Shadows Front Royal', 0.88888888888888884
,,'Comfort Inn', 'Comfort Inn Dubuque', 1.0
,,'Courtyard West University', 'Courtyard Hotel West University Houston', 1.0
,,'Ambassador', 'Ambassador Hotel Milwaukee', 1.0
,,'Courtyard Tysons Corner', 'Courtyard Hotel Tysons Corner McLean (Virginia)', 1.0
,,'Courtyard Century Blvd', 'Courtyard Hotel Century City Los Angeles', 0.87179487179487181
,,'Residence Inn Boston Harbor On Tudor Wharf', 'Residence Inn Harbor Tudor Wharf Boston', 0.94117647058823528
,,'Residence Inn', 'Residence Inn Phoenix', 1.0
,,'Roosevelt Hotel', 'Roosevelt Hotel New York City', 1.0
,,'Westin San Diego', 'Westin Hotel San Diego', 1.0
,,'Jameson Inn', 'Jameson Inn Goldsboro', 1.0
