delaware
,wilmington
,,newark - christiana

,,,Hotel Matched : 1,Hotel Not Matched : 0

,page
,,,courtyard,Courtyard Hotel Page
,,,americas best value,Americas Best Value Inn Page
,,,super,Super 8 Motel Lake Powell Page

,,,Hotel Matched : 3,Hotel Not Matched : 0


wisconsin
,,delevan
,madison
,,downtown
,,,hilton monona terrace,Hilton Hotel Monona Terrace Madison (Wisconsin)
,,,sheraton madison hotel,Sheraton Hotel Madison (Wisconsin)
,,,hyatt place,Hyatt Place Hotel Downtown Madison (Wisconsin)

,,,Hotel Matched : 3,Hotel Not Matched : 1

,,west
,,,marriott,Marriott Hotel Madison West Middleton
,,,courtyard,Courtyard Hotel Middleton
,,,holiday inn and suites,Holiday Inn Hotel & Suites West Madison
,,,radisson,Radisson Hotel Madison (Wisconsin)
,,,country inn and suites,Country Inn & Suites Madison West Middleton
,,,fairfield inn madison westmiddleton,Fairfield Inn & Suites Madison West Middleton

,,,Hotel Matched : 6,Hotel Not Matched : 2

,,east
,,,courtyard,Courtyard Hotel East Madison (Wisconsin)
,,,crowne plaza,Crowne Plaza Hotel Madison (Wisconsin)
,,,holiday inn american center,Holiday Inn American Center Madison
,,,staybridge suites,Staybridge Suites East Madison (Wisconsin)
,,,best western east towne suites,Best Western East Towne Suites Madison (Wisconsin)
,,,comfort inn and suites,Comfort Inn & Suites East Town Mall Madison (Wisconsin)
,,,fairfield inn east,Fairfield Inn & Suites East Madison (Wisconsin)

,,,Hotel Matched : 7,Hotel Not Matched : 0

,fond du lac
,fond du lac
,,,super,Super 8 Motel Prairie du Chien

,,,Hotel Matched : 1,Hotel Not Matched : 0

,fond du lac
,greenbay-appleton
,,appleton
,,,radisson paper valley hotel,Radisson Paper Valley Hotel Appleton (Wisconsin)
,,,la quinta inn and suites,La Quinta Inn & Suites Fox River Mall Appleton (Wisconsin)

,,,Hotel Matched : 2,Hotel Not Matched : 4

,sturgeon bay
,,,super,Super 8 Motel Sturgeon Bay

,,,Hotel Matched : 1,Hotel Not Matched : 0

,racine
,,,marriott,Marriott Hotel Racine

,,,Hotel Matched : 1,Hotel Not Matched : 0

,beloit
,,,beloit inn,Best Western Legacy Inn & Suites South Beloit

,,,Hotel Matched : 1,Hotel Not Matched : 1

,,oshkosh
,,,la quinta inn,La Quinta Inn Oshkosh

,,,Hotel Matched : 1,Hotel Not Matched : 1

,lake winnebago
,wisconsin dells
,,wisconsin dells
,,,holiday inn express,Holiday Inn Express Wisconsin Dells
,,,super,Super 8 Motel Wisconsin Dells

,,,Hotel Matched : 2,Hotel Not Matched : 0

,la crosse
,,,courtyard,Courtyard Hotel La Crosse (Wisconsin)
,,,radisson hotel la crosse,Radisson Hotel La Crosse (Wisconsin)
,,,best western midway hotel,Best Western Midway Hotel Riverfront La Crosse (Wisconsin)
,,,comfort inn onalaska,Comfort Inn Onalaska
,,,stoney creek onalaska,Stoney Creek Inn Onalaska

,,,Hotel Matched : 5,Hotel Not Matched : 0

,wausau
,,wausau
,,,best western midway,Best Western Midway Hotel Wausau
,,,jefferson street inn,Jefferson Street Inn Wausau
,,,days inn north,Days Inn North Wausau
,,,la quinta wausau not yet reported,La Quinta Inn Wausau

,,,Hotel Matched : 4,Hotel Not Matched : 1

,,rothschield
,,,holiday inn and suites,Holiday Inn Hotel & Suites Rothschild
,,,lodge at cedar creek,Lodge at Cedar Creek Resort & Water Park Rothschild

,,,Hotel Matched : 2,Hotel Not Matched : 0

,west bend
,,west bend
,,,country inn and suites,Country Inn & Suites West Bend

,,,Hotel Matched : 1,Hotel Not Matched : 0

,franklin
,,franklin
,,,staybridge suites,Staybridge Suites Airport Franklin (Wisconsin)

,,,Hotel Matched : 1,Hotel Not Matched : 0

,kenosha
,,kenosha
,,,country inn and suites,Country Inn & Suites Kenosha

,,,Hotel Matched : 1,Hotel Not Matched : 0

,delafield
,,delafield
,,,la quinta inn,La Quinta Inn & Suites Milwaukee Delafield

,,,Hotel Matched : 1,Hotel Not Matched : 0

,milwaukee
,,north
,,,courtyard north brown deer,Courtyard Hotel Brown Deer
,,,four points,Four Points Hotel Brown Deer
,,,radisson north shore,Radisson Hotel North Shore Milwaukee

,,,Hotel Matched : 3,Hotel Not Matched : 1

,,pewaukee
,,,marriott milwaukee west,Marriott Hotel Milwaukee West Waukesha
,,,radisson,Radisson Hotel Pewaukee

,,,Hotel Matched : 2,Hotel Not Matched : 0

,,downtown
,,,ambassador,Ambassador Hotel Milwaukee
,,,hyatt regency,Hyatt Regency Hotel Milwaukee
,,,intercontinental,Intercontinental Hotels and Resorts MiIwaukee
,,,pfister hotel,The Pfister Hotel Milwaukee
,,,hilton milwaukee city center,Hilton Hotel City Center Milwaukee
,,,courtyard,Courtyard Hotel Downtown Milwaukee
,,,ramada,Ramada Inn City Center Milwaukee

,,,Hotel Matched : 7,Hotel Not Matched : 1

,,northwest
,,,crowne plaza wauwatosa,Crowne Plaza Hotel West Wauwatosa
,,,hilton garden inn,Hilton Garden Inn Park Place Milwaukee
,,,hyatt place west,Hyatt Place Hotel West Milwaukee
,,,extended stayamerica wauwatosa,Extended Stay America Hotel Wauwatosa
,,,wauwatosa,Crowne Plaza Hotel West Wauwatosa

,,,Hotel Matched : 5,Hotel Not Matched : 1

,,brookfield - new berlin
,,,sheraton,Sheraton Hotel Milwaukee Brookfield
,,,doubletree,Doubletree Hotel Milwaukee Brookfield
,,,best western midway,Best Western Midway Hotel & Suites Brookfield
,,,country inn and suites west,Country Inn & Suites Milwaukee West Brookfield
,,,la quinta new berlin,La Quinta Inn & Suites New Berlin (Wisconsin)
,,,homestead studio suites,Homestead Studio Suites Milwaukee Brookfield

,,,Hotel Matched : 6,Hotel Not Matched : 1

,,south
,,,crowne plaza milwaukee airport,Crowne Plaza Hotel Airport Milwaukee
,,,ramada inn airport south,Ramada Inn Airport Milwaukee
,,,holiday inn and suites airport,Holiday Inn Hotel & Suites Airport Milwaukee
,,,wyndham airport,Wyndham Hotel Airport Milwaukee
,,,la quinta airportoak creek,La Quinta Inn Milwaukee Airport Oak Creek
,,,days inn,Days Inn Battlefield Springfield

,,,Hotel Matched : 6,Hotel Not Matched : 3

,eau claire
,,eau claire
,,,ramada inn,Ramada Inn Eau Claire

,,,Hotel Matched : 1,Hotel Not Matched : 0

,germantown
,,germantown
,,,country inn and suites,Country Inn & Suites Germantown (Wisconsin)
,,,holiday inn express,Holiday Inn Express Germantown (Wisconsin)

,,,Hotel Matched : 2,Hotel Not Matched : 0

,greenbay - appleton
,,green bay downtown
,,,hotel sierra,Hotel Sierra Green Bay
,,,best western midway,Best Western Midway Hotel Green Bay
,,,residence inn,Residence Inn Green Bay
,,,days inn,Days Inn East Davenport (Iowa)

,,,Hotel Matched : 4,Hotel Not Matched : 0

,,east
,,,country inn and suites,Country Inn & Suites East Green Bay

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,airport grb
,,,aloft green bay airport,Aloft Hotel Green Bay
,,,comfort inn,Comfort Inn Green Bay

,,,Hotel Matched : 2,Hotel Not Matched : 1


michigan
,kalamazoo
,,,radisson plaza,Radisson Plaza Hotel Center Kalamazoo
,,,residence inn,Residence Inn East Kalamazoo
,,,baymont inn and suites,Baymont Inn & Suites Kalamazoo
,,,fairfield inn east,Fairfield Inn East Kalamazoo
,,,lees inn and suites,Lees Inn & Suites Kalamazoo

,,,Hotel Matched : 5,Hotel Not Matched : 0

,ann arbor - ypsilanti
,,ann arbor - ypsilanti
,,,courtyard,Courtyard Hotel Ann Arbor
,,,marriott at eagle crest ypsilanti,Marriott Ann Arbor Eagle Crest Hotel Ypsilanti
,,,residence inn,Residence Inn Ann Arbor
,,,extended stay deluxe,Extended Stay Deluxe Hotel Detroit Ann Arbor
,,,hampton inn south,Hampton Inn South Ann Arbor

,,,Hotel Matched : 5,Hotel Not Matched : 4

,roseville
,,roseville

,,,Hotel Matched : 0,Hotel Not Matched : 1

,detroit suburbs
,,troy - madison heights
,,,courtyard troy,Courtyard Hotel Detroit Troy (Michigan)
,,,embassy suites troy,Embassy Suites Detroit Troy (Michigan)
,,,marriott,Marriott Hotel Detroit Troy (Michigan)
,,,residence inn troy,Residence Inn Detroit Troy Madison Heights
,,,hampton inn,Hampton Inn Detroit South Troy Madison Heights
,,,metropolitan hotel troy,The Metropolitan Hotel Troy (Michigan)

,,,Hotel Matched : 6,Hotel Not Matched : 1

,,auburn hills - pontiac
,,,hilton suites,Hilton Suites Auburn Hills
,,,marriott pontiac at centerpoint,Marriott Hotel Centerpoint Pontiac (Michigan)
,,,courtyard,Courtyard Hotel Auburn Hills
,,,crowne plaza,Crowne Plaza Hotel Auburn Hills
,,,hyatt place,Hyatt Place Hotel Auburn Hills
,,,residence inn pontiac,Residence Inn Detroit Pontiac (Michigan)
,,,extended stay deluxe,Extended Stay Deluxe Hotel Featherstone Auburn Hills
,,,extended stayamerica,Extended Stay America Hotel Auburn Hills

,,,Hotel Matched : 8,Hotel Not Matched : 1

,,sterling heights - utica
,,,courtyard utica,Courtyard Hotel Detroit Utica (Michigan)
,,,hyatt place,Hyatt Place Hotel Utica (Michigan)
,,,holiday inn express,Holiday Inn Express Hotel & Suites Utica (Michigan)

,,,Hotel Matched : 3,Hotel Not Matched : 0

,,warren
,,,courtyard warren,Courtyard Hotel Detroit Warren (Michigan)
,,,residence inn,Residence Inn Detroit Warren (Michigan)

,,,Hotel Matched : 2,Hotel Not Matched : 1

,new buffalo
,,new buffalo
,,,holiday inn express,Holiday Inn Express And Suites New Buffalo
,,,fairfield inn,Fairfield Inn and Suites New Buffalo

,,,Hotel Matched : 2,Hotel Not Matched : 0

,marquette
,,marquette
,,,holiday inn,Holiday Inn Marquette
,,,ramada inn,Ramada Inn Marquette

,,,Hotel Matched : 2,Hotel Not Matched : 0

,jackson
,,jackson
,,,baymont inn jackson,Baymont Inn and Suites Jackson (Michigan)

,,,Hotel Matched : 1,Hotel Not Matched : 0

,midland
,,,holiday inn,Holiday Inn Midland

,,,Hotel Matched : 1,Hotel Not Matched : 0

,saginaw valley
,,birch run
,,,best western,Best Western Frankenmuth Hotel Birch Run

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,saginaw
,,,four points,Four Points Hotel Saginaw

,,,Hotel Matched : 1,Hotel Not Matched : 0

,lansing
,,lansing
,,,causeway bay hotel,Causeway Bay Hotel Lansing (Michigan)
,,,radisson,Radisson Hotel Lansing (Michigan)
,,,residence inn west,Residence Inn West Lansing (Michigan)
,,,country inn and suites,Country Inn & Suites Lansing (Michigan)
,,,springhill suites,SpringHill Suites Lansing (Michigan)

,,,Hotel Matched : 5,Hotel Not Matched : 4

,,east lansing - okemos
,,,marriott university place,Marriott Hotel University Place East Lansing
,,,staybridge suites okemos,Staybridge Suites Lansing Okemos
,,,holiday inn okemos,Holiday Inn Express Okemos
,,,fairfield inn,Fairfield Inn East Lansing Okemos
,,,comfort inn okemos,Comfort Inn Okemos
,,,gatehouse suites,Gatehouse Suites East Lansing
,,,towneplace suites,Towneplace Suites East Lansing

,,,Hotel Matched : 7,Hotel Not Matched : 0

,gaylord - mackinaw city
,,gaylord
,,,alpine lodge gaylord,Alpine Lodge Magnuson Hotel Gaylord

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,mackinaw city
,,,waterfront inn,Waterfront Inn Mackinaw City

,,,Hotel Matched : 1,Hotel Not Matched : 0

,ludington
,,ludington
,,,best western,Best Western Four Seasons Hotel Traverse City

,,,Hotel Matched : 1,Hotel Not Matched : 0

,traverse city
,,traverse city
,,,fairfield inn zone west,Fairfield Inn Traverse City

,,,Hotel Matched : 1,Hotel Not Matched : 4

,mount pleasant
,,,best western inn,Best Western Inn Mount Pleasant (Michigan)
,,,baymont inn and suites,Baymont Inn & Suites Mount Pleasant (Michigan)
,,,fairfield inn and suites,Fairfield Inn & Suites Mount Pleasant (Michigan)

,,,Hotel Matched : 3,Hotel Not Matched : 0

,cadillac
,,,days inn,Days Inn Cadillac

,,,Hotel Matched : 1,Hotel Not Matched : 0

,alpena
,,,days inn alpena,Days Inn Alpena

,,,Hotel Matched : 1,Hotel Not Matched : 0

,flint
,,flint
,,,holiday inn flint,Holiday Inn Flint
,,,holiday inn express,Holiday Inn Express Campus Flint

,,,Hotel Matched : 2,Hotel Not Matched : 1

,muskegon
,,,baymont inn and suites,Baymont Inn and Suites Muskegon

,,,Hotel Matched : 1,Hotel Not Matched : 0

,holland
,,,microtel inn and suites,Microtel Inn & Suites Holland (Michigan)

,,,Hotel Matched : 1,Hotel Not Matched : 0

,detroit
,,downtown
,,,marriott at renaissance center,Marriott Hotel Renaissance Center Detroit
,,,westin book cadillac,Westin Book Cadillac Hotel Detroit
,,,doubletree guest suites fort shelby,Doubletree Guest Suites Fort Shelby Detroit
,,,hilton garden inn,Hilton Garden Inn Downtown Detroit
,,,holiday inn express,Holiday Inn Express Hotel & Suites Downtown Detroit

,,,Hotel Matched : 5,Hotel Not Matched : 3

,,airport dtw
,,,embassy suites,Embassy Suites Detroit Metro Airport Romulus
,,,marriott,Marriott Hotel Detroit Metro Airport Romulus
,,,crowne plaza airport,Crowne Plaza Hotel Airport Romulus
,,,hilton garden inn,Hilton Garden Inn Detroit Metro Airport Romulus
,,,metropolitan hotel,Days Inn Detroit Metropolitan Airport Romulus
,,,lexington hotel,Lexington Hotel Detroit Metro Airport Romulus
,,,ramada,Ramada Inn Boston

,,,Hotel Matched : 7,Hotel Not Matched : 2

,,southfield
,,,westin southfield,Westin Hotel Detroit Southfield
,,,marriott,Marriott Hotel Detroit Southfield
,,,embassy suites,Embassy Suites Detroit Southfield
,,,hilton garden inn southfield,Hilton Garden Inn Detroit Southfield
,,,hawthorn suites,Hawthorn Suites Detroit Southfield
,,,extended stayamerica,Extended Stay America Hotel Southfield

,,,Hotel Matched : 6,Hotel Not Matched : 1

,,dearborn
,,,hyatt dearborn,Hyatt Regency Hotel Dearborn
,,,doubletree,Doubletree Hotel Dearborn Detroit
,,,courtyard dearborn,Courtyard Hotel Detroit Dearborn

,,,Hotel Matched : 3,Hotel Not Matched : 2

,benton harbor

,,,Hotel Matched : 0,Hotel Not Matched : 1

,grand rapids
,,southeast - airport grr
,,,courtyard,Courtyard Hotel Grand Rapids Airport Kentwood
,,,crowne plaza,Crowne Plaza Hotel Airport Grand Rapids
,,,hilton,Hilton Hotel Airport Grand Rapids
,,,gatehouse suites grand rapids,Gatehouse Suites Grand Rapids
,,,holiday inn express not yet reported,Holiday Inn Express Hotel & Suites Airport Grand Rapids
,,,ramada plaza,Ramada Plaza Hotel Grand Rapids
,,,springhill suites airport,SpringHill Suites Airport Southeast Grand Rapids
,,,super,Super 8 Motel Grand Rapids

,,,Hotel Matched : 8,Hotel Not Matched : 2

,,north
,,,radisson grand rapids north,Radisson Hotel Riverfront Grand Rapids
,,,baymont inn and suites,Baymont Inn & Suites Grand Rapids Walker (Michigan)
,,,quality inn walker grand rapids,Quality Inn Grand Rapids North Walker (Michigan)

,,,Hotel Matched : 3,Hotel Not Matched : 0

,,grandville
,,,residence inn,Residence Inn Binghamton University Vestal

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,south - wyoming
,,,hyatt place,Hyatt Place Grand Rapids South Hotel Wyoming
,,,holiday inn express,Holiday Inn Express Hotel & Suites South Grand Rapids

,,,Hotel Matched : 2,Hotel Not Matched : 1

,howell
,,howell
,,,holiday inn express,Holiday Inn Express Hotel & Suites Howell

,,,Hotel Matched : 1,Hotel Not Matched : 0

,detroit northwest
,,farmington
,,,courtyard,Courtyard Hotel Detroit Farmington Hills
,,,extended stayamerica,Extended Stay America Hotel Farmington Hills

,,,Hotel Matched : 2,Hotel Not Matched : 0

,,plymouth
,,,comfort inn,Comfort Inn Plymouth (Michigan)

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,livonia
,,,marriott,Marriott Hotel Detroit Livonia (Michigan)
,,,courytard livonia,Courtyard Hotel Livonia (Michigan)
,,,hyatt place,Hyatt Place Hotel Livonia (Michigan)
,,,residence inn,Residence Inn Livonia (Michigan)

,,,Hotel Matched : 4,Hotel Not Matched : 2

,,novi
,,,sheraton novi,Sheraton Hotel Detroit Novi
,,,doubletree novi,Doubletree Hotel Detroit Novi
,,,hilton garden inn,Hilton Garden Inn Detroit Novi
,,,residence inn,Residence Inn Detroit Novi
,,,extended stayamerica novi,Extended Stay America Hotel Detroit Novi

,,,Hotel Matched : 5,Hotel Not Matched : 1

,,canton
,,,la quinta not yet reported,La Quinta Inn Detroit Canton (Michigan)
,,,extended stayamerica,Extended Stay America Hotel Detroit Canton (Michigan)
,,,fairfield inn west,Fairfield Inn Detroit West Canton (Michigan)

,,,Hotel Matched : 3,Hotel Not Matched : 0


missouri
,st. louis
,,fenton - kirkwood
,,,holiday inn southwest viking,Holiday Inn Southwest Viking Saint Louis
,,,fairfield inn fenton,Fairfield Inn Fenton (Missouri)

,,,Hotel Matched : 2,Hotel Not Matched : 0

,,saint charles - saint peters
,,,country inn and suites,Country Inn & Suites Saint Charles (Missouri)
,,,fairfield inn,Fairfield Inn Saint Louis Saint Charles (Missouri)
,,,garden plaza st louis west st peters,Garden Plaza Hotel St. Louis West Saint Peters

,,,Hotel Matched : 3,Hotel Not Matched : 1

,,west - chesterfield
,,,marriott west,Marriott Hotel West Saint Louis Creve Coeur
,,,hilton garden inn,Hilton Garden Inn Chesterfield (Missouri)
,,,springhill suites,SpringHill Suites Chesterfield (Missouri)

,,,Hotel Matched : 3,Hotel Not Matched : 1

,,downtown
,,,hilton downtown,Hilton Hotel Ballpark Saint Louis
,,,marriott union station,Marriott Union Station Hotel Saint Louis
,,,renaissance grand,Renaissance Grand Hotel & Suites Saint Louis
,,,westin,Westin Hotel Saint Louis
,,,crowne plaza,Crowne Plaza Hotel Downtown Saint Louis
,,,omni majestic,Omni Majestic Hotel Saint Louis
,,,sheraton,Sheraton Hotel & Suites City Center Saint Louis
,,,courtyard,Courtyard Hotel Downtown Saint Louis
,,,holiday inn select n ninth st,Holiday Inn Select Downtown Saint Louis
,,,millennium hotel,Millennium Hotel Saint Louis

,,,Hotel Matched : 10,Hotel Not Matched : 5

,,westport
,,,sheraton chalet,Sheraton Westport Chalet Hotel Saint Louis
,,,sheraton plaza,Sheraton Westport Plaza Hotel Saint Louis
,,,courtyard creve couer,Courtyard Hotel Saint Louis Creve Coeur
,,,hampton inn,Hampton Inn Saint Louis Maryland Heights
,,,la quinta,La Quinta Inn & Suites Saint Louis Maryland Heights
,,,homestead studio suites,Homestead Studio Suites Westport Saint Louis
,,,quality inn,Quality Inn Maryland Heights
,,,extended stay america,Extended Stay America Hotel Maryland Heights

,,,Hotel Matched : 8,Hotel Not Matched : 1

,,forest park - clayton
,,,moonrise hotel,Moonrise Hotel Saint Louis
,,,sheraton,Sheraton Plaza Hotel Saint Louis Clayton (Missouri)
,,,crowne plaza,Crowne Plaza Hotel Clayton (Missouri)
,,,hotel indigo,Hotel Indigo Central West End Saint Louis
,,,residence inn galleria,Residence Inn Saint Louis Galleria Richmond Heights

,,,Hotel Matched : 5,Hotel Not Matched : 0

,,airport stl
,,,courtyard,Courtyard Hotel Saint Louis Airport Bridgeton
,,,holiday inn airport west earth city,Holiday Inn Airport West Saint Louis Earth City
,,,st louis airport hotel,Courtyard Hotel Saint Louis Airport Bridgeton

,,,Hotel Matched : 3,Hotel Not Matched : 15

,,south
,,,best western st louis inn,Best Western Inn Saint Louis

,,,Hotel Matched : 1,Hotel Not Matched : 1

,columbia
,,,holiday inn select,Holiday Inn Select Executive Center Columbia (Missouri)
,,,residence inn,Residence Inn Columbia (Missouri)
,,,courtyard,Courtyard Hotel Columbia (Missouri)
,,,ramada inn,Ramada Inn Columbia (Missouri)

,,,Hotel Matched : 4,Hotel Not Matched : 4

,kansas city
,,airport  mci
,,,hilton,Hilton Hotel Airport Kansas City (Missouri)
,,,marriott,Marriott Hotel Airport Kansas City (Missouri)
,,,holiday inn airport,Holiday Inn Express Airport Kansas City (Missouri)
,,,extended stayamerica,Extended Stay America Hotel Airport Kansas City (Missouri)
,,,hampton inn,Hampton Inn Airport Kansas City (Missouri)

,,,Hotel Matched : 5,Hotel Not Matched : 8

,,sports complex - independence
,,,holiday inn se waterpark,Holiday Inn Waterpark Kansas City (Missouri)
,,,sheraton sports complex,Sheraton Sports Complex Hotel Kansas City (Missouri)

,,,Hotel Matched : 2,Hotel Not Matched : 0

,,north
,,,fairfield inn and suites at worlds of fun,Fairfield Inn & Suites North World of Fun Kansas City
,,,la quinta north,La Quinta Inn North Kansas City

,,,Hotel Matched : 2,Hotel Not Matched : 1

,,lees summit - blue springs
,,,la quinta inn and suites blue springs,La Quinta Inn and Suites Blue Springs
,,,fairfield inn,Fairfield Inn Kansas Lees Summit

,,,Hotel Matched : 2,Hotel Not Matched : 0

,,downtown - crown center
,,,hotel phillips,Phillips Hotel Kansas City (Missouri)
,,,hyatt regency crown center,Hyatt Regency Crown Center Hotel Kansas City (Missouri)
,,,westin crown center,Westin Crown Center Hotel Kansas City (Missouri)
,,,crowne plaza,Crowne Plaza Hotel Downtown Kansas City (Missouri)
,,,marriott,Marriott Execustay 909 Walnut Apartment Homes Kansas City
,,,holiday inn,Holiday Inn Downtown Aladdin Kansas City (Missouri)

,,,Hotel Matched : 6,Hotel Not Matched : 0

,,country club plaza
,,,embassy suites,Embassy Suites Plaza Kansas City (Missouri)
,,,intercontinental,Intercontinental Hotel Kansas City (Missouri)
,,,marriott country club plaza,Marriott Country Club Plaza Kansas City (Missouri)
,,,raphael hotel,Raphael Hotel Kansas City (Missouri)
,,,sheraton suites,Sheraton Suites Country Club Plaza Kansas City (Missouri)
,,,courtyard,Courtyard Hotel Country Club Plaza Kansas City (Missouri)
,,,holiday inn express,Holiday Inn Express Westport Plaza Kansas City
,,,homestead suites,Homestead Studio Suites Country Club Plaza Kansas City (Missouri)

,,,Hotel Matched : 8,Hotel Not Matched : 1

,,overland park - lenexa
,,,marriott,Marriott Hotel Overland Park
,,,hyatt place overland parkmetcalf zone overland park,Hyatt Place Hotel Metcalf Overland Park
,,,extended stay deluxe,Extended Stay Deluxe Hotel Overland Park
,,,candlewood suites,Candlewood Suites Overland Park
,,,la quinta overland park,La Quinta Inn & Suites Overland Park
,,,extended stay america,Extended Stay America Hotel Overland Park
,,,extended stayamerica lenexa,Extended Stay America Hotel Overland Park
,,,extended stayamerica overland park,Extended Stay America Hotel Overland Park

,,,Hotel Matched : 8,Hotel Not Matched : 10

,,south
,,,courtyard,Courtyard Hotel South Kansas City (Missouri)

,,,Hotel Matched : 1,Hotel Not Matched : 0

,rolla
,,rolla
,,,super,Super 8 Motel Rolla

,,,Hotel Matched : 1,Hotel Not Matched : 0

,jefferson city

,,,Hotel Matched : 0,Hotel Not Matched : 1

,west plains
,,,super,Super 8 Motel West Plains

,,,Hotel Matched : 1,Hotel Not Matched : 0

,joplin
,,joplin
,,,holiday inn,Holiday Inn Joplin

,,,Hotel Matched : 1,Hotel Not Matched : 0

,lake ozark - osage beach
,,osage beach
,,,tan tar resort,Tan-Tar-A Resort Osage Beach

,,,Hotel Matched : 1,Hotel Not Matched : 0

,branson
,,east

,,,Hotel Matched : 0,Hotel Not Matched : 4

,,northwest
,,,days inn,Days Inn Branson

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,southwest
,,,fairfield inn,Fairfield Inn Branson
,,,howard johnson,Howard Johnson Hotel Branson

,,,Hotel Matched : 2,Hotel Not Matched : 0

,springfield
,,airport area

,,,Hotel Matched : 0,Hotel Not Matched : 2

,,central
,,,best western route,Best Western Route 66 Rail Haven Hotel Springfield

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,northwest
,,,holiday inn,Holiday Inn Hotel & Suites Springfield
,,,la quinta,La Quinta Inn East Springfield

,,,Hotel Matched : 2,Hotel Not Matched : 1

,,south
,,,best western deerfield inn,Best Western Deerfield Inn Springfield
,,,sleep inn,Sleep Inn Medical District Springfield
,,,extended stayamerica south,Extended Stay America Hotel South Springfield

,,,Hotel Matched : 3,Hotel Not Matched : 1


utah
,saint george
,,,courtyard,Courtyard Hotel Saint George
,,,hilton garden inn,Hilton Garden Inn Saint George
,,,holiday inn,Holiday Inn Saint George
,,,best western coral hills,Best Western Coral Hills Hotel Saint George

,,,Hotel Matched : 4,Hotel Not Matched : 1

,kanab
,,kanab
,,,holiday inn express hotel and suites,Holiday Inn Express Hotel & Suites Kanab
,,,best western red hills,Best Western Red Hills Hotel Kanab
,,,shilo inn,Shilo Inn Suites Kanab

,,,Hotel Matched : 3,Hotel Not Matched : 0

,ogden
,,ogden
,,,marriott,Marriott Hotel Ogden

,,,Hotel Matched : 1,Hotel Not Matched : 0

,hurricane
,,springdale - zion park
,,,best western zion park inn,Best Western Zion Park Inn Springdale (Utah)

,,,Hotel Matched : 1,Hotel Not Matched : 0

,moab
,,,la quinta,La Quinta Inn Moab

,,,Hotel Matched : 1,Hotel Not Matched : 1

,layton
,,layton
,,,towneplace suites,TownePlace Suites Salt Lake City Layton

,,,Hotel Matched : 1,Hotel Not Matched : 1

,cedar city
,,cedar city
,,,days inn,Days Inn Cedar City
,,,stratford court hotel,Stratford Court Hotel Cedar City

,,,Hotel Matched : 2,Hotel Not Matched : 0

,logan
,,logan
,,,springhill suites,SpringHill Suites Logan (Utah)

,,,Hotel Matched : 1,Hotel Not Matched : 0

,park city
,,park city
,,,holiday inn express,Holiday Inn Express Hotel & Suites Park City

,,,Hotel Matched : 1,Hotel Not Matched : 2

,,midway - herber city
,,,homestead resort,Homestead Resort Midway (Utah)

,,,Hotel Matched : 1,Hotel Not Matched : 0

,provo
,,provo - orem
,,,courtyard provo,Courtyard Hotel Provo
,,,marriott,Marriott Hotel & Conference Center Provo
,,,residence inn,Residence Inn Provo
,,,best western cottontree inn,Best Western Cottontree Inn Provo
,,,fairfield inn provo,Fairfield Inn Provo

,,,Hotel Matched : 5,Hotel Not Matched : 2

,orderville
,,orderville

,,,Hotel Matched : 0,Hotel Not Matched : 1

,salt lake city
,,south salt lake
,,,ramada limited slc,Ramada Limited Hotel Salt Lake City

,,,Hotel Matched : 1,Hotel Not Matched : 1

,,north
,,,country inn and suites bountiful,Country Inn & Suites West Bountiful

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,downtown and university park
,,,hilton city center,Hilton Hotel City Center Salt Lake City
,,,hotel monaco,Monaco Hotel Salt Lake City
,,,marriott city center,Marriott City Center Hotel Salt Lake City
,,,marriott downtown,Marriott Downtown Hotel Salt Lake City
,,,little america,Little America Hotel Salt Lake City
,,,marriott university park,Marriott Downtown Hotel Salt Lake City
,,,peery,Peery Hotel Salt Lake City
,,,radisson,Radisson Hotel Downtown Salt Lake City
,,,red lion,Red Lion Hotel Downtown Salt Lake City
,,,salt lake plaza hotel,Plaza Hotel Temple Square Salt Lake City
,,,shilo inn,Shilo Inn Suites Salt Lake City

,,,Hotel Matched : 11,Hotel Not Matched : 1

,,west valley
,,,country inn and suites,Country Inn & Suites West Valley City
,,,holiday inn express and suites,Holiday Inn Express Hotel and Suites West Valley City
,,,staybridge suites,Staybridge Suites West Valley City
,,,fairfield inn south,Fairfield Inn Salt Lake City South Taylorsville (Utah)

,,,Hotel Matched : 4,Hotel Not Matched : 1

,,sandy - south valley - draper
,,,courtyard sandy,Courtyard Hotel Salt Lake City Sandy (Utah)
