delaware
,wilmington
,,newark - christiana
,,,renaissance,Renaissance Hotel Airport Elizabeth (New Jersey)
,,,crowne plaza airport,Crowne Plaza Hotel Newark Airport Elizabeth (New Jersey)
,,,sheraton,Sheraton Hotel Newark (New Jersey)
,,,ramada inn,Ramada Inn Airport Newark (New Jersey)
,,,wyndham garden hotel not yet reported,Wyndham Garden Hotel Airport Newark (New Jersey)
,,,best western robert treat,Best Western Robert Treat Hotel Newark (New Jersey)
,,,fairfield inn newark airport,Fairfield Inn & Suites Liberty International Airport Newark (New Jersey)
,,,ramada airport,Ramada Inn Airport Newark (New Jersey)

,,,Hotel Matched : 10,Hotel Not Matched : 3

,,secaucus - north bergen
,,,crowne plaza,Crowne Plaza Hotel Secaucus
,,,embassy suites,Embassy Suites Meadowlands Secaucus
,,,holiday inn harmon meadow,Holiday Inn Harmon Meadow Secaucus
,,,hyatt place,Hyatt Place Hotel Meadowlands Secaucus
,,,la quinta suites,La Quinta Inn & Suites Meadowlands Secaucus
,,,meadowlands plaza hotel,Meadowlands Plaza Hotel Secaucus
,,,candlewood suites,Candlewood Suites Secaucus
,,,days inn north bergen,Days Inn North Bergen

,,,Hotel Matched : 8,Hotel Not Matched : 2

,,meadowlands - rutherford
,,,renaissance,Renaissance Meadowlands Hotel Rutherford (New Jersey)
,,,sheraton meadowlands,Sheraton Meadowlands Hotel East Rutherford
,,,fairfield inn,Fairfield Inn Meadowlands East Rutherford
,,,residence inn,Residence Inn Meadowlands East Rutherford
,,,holiday inn express,Holiday Inn Express Carlstadt
,,,homestead suites,Homestead Studio Suites Meadowlands East Rutherford
,,,extended stayamerica,Extended Stay America Hotel Meadowlands Rutherford (New Jersey)

,,,Hotel Matched : 7,Hotel Not Matched : 2

,somerset - brunswick
,,clinton - lebanon
,,,holiday inn select,Holiday Inn Select Clinton (New Jersey)

,,,Hotel Matched : 1,Hotel Not Matched : 1

,,somerville - bridgewater
,,,marriott bridgewater,Marriott Hotel Bridgewater
,,,summerfield suites,Hyatt Summerfield Suites Bridgewater
,,,sierra suites,Sierra Suites Branchburg
,,,hotel sierra branchburg,Sierra Suites Branchburg

,,,Hotel Matched : 4,Hotel Not Matched : 0

,,clark - westfield
,,,crowne plaza,Crowne Plaza Hotel Clark (New Jersey)

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,edison - woodbridge
,,,renaissance not yet reported,Renaissance Woodbridge Hotel Iselin
,,,courtyard edison,Courtyard Hotel Edison
,,,hilton garden inn,Hilton Garden Inn Raritan Center Edison
,,,hilton woodbridge,Hilton Garden Inn Raritan Center Edison
,,,fairfield inn and suites,Fairfield Inn & Suites Woodbridge Avenel
,,,best western rahway,Best Western Riverview Inn Suites Rahway

,,,Hotel Matched : 6,Hotel Not Matched : 4

,,carteret
,,,radisson,Radisson Hotel Newark Carteret

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,east brunswick - edison
,,,hilton east brunswick,Hilton Hotel East Brunswick
,,,hyatt regency,Hyatt Regency Hotel New Brunswick
,,,crowne plaza edison not yet reported,Crowne Plaza Hotel Edison
,,,howard johnson,Howard Johnson Express Inn New Brunswick

,,,Hotel Matched : 4,Hotel Not Matched : 1

,,somerset - piscataway - south plainfield
,,,crowne plaza,Crowne Plaza Hotel Somerset (New Jersey)
,,,doubletree,Doubletree Hotel Somerset (New Jersey)
,,,holiday inn somerset,Holiday Inn Somerset (New Jersey)
,,,staybridge suites,Staybridge Suites Somerset (New Jersey)
,,,extended stayamerica somerset,Extended StayAmerica Hotel Franklin (New Jersey)
,,,ramada inn,Ramada Inn Somerset (New Jersey)

,,,Hotel Matched : 6,Hotel Not Matched : 2

,trenton - princeton
,,south brunswick - cranbury
,,,crowne plaza not yet reported,Crowne Plaza Hotel Monroe South Brunswick Jamesburg
,,,residence inn,Residence Inn South Brunswick Cranbury
,,,staybridge suites,Staybridge Suites Cranbury

,,,Hotel Matched : 3,Hotel Not Matched : 0

,,langhorne - trenton - levittown
,,,sheraton bucks county,Sheraton Bucks County Hotel Langhorne
,,,courtyard langhorne langhorne  levittown,Courtyard Hotel Langhorne
,,,hampton inn,Hampton Inn & Suites Newtown Yardley

,,,Hotel Matched : 3,Hotel Not Matched : 0

,,princeton - monmouth junction
,,,westin princeton east  monmouth junction,Westin Princeton Hotel Forrestal Village Princeton (New Jersey)
,,,courtyard  princeton east  monmouth junction,Courtyard Hotel Princeton (New Jersey)

,,,Hotel Matched : 2,Hotel Not Matched : 10


oklahoma
,norman
,,,residence inn,Residence Inn Norman
,,,holiday inn,Holiday Inn Norman
,,,la quinta inn,La Quinta Inn and Suites Norman

,,,Hotel Matched : 3,Hotel Not Matched : 0

,tulsa
,,downtown
,,,crowne plaza,Crowne Plaza Hotel Tulsa
,,,doubletree downtown,Doubletree Hotel Downtown Tulsa

,,,Hotel Matched : 2,Hotel Not Matched : 1

,,midtown - expo center
,,,courtyard tulsa,Courtyard Hotel Tulsa
,,,baymont inn,Baymont Inn & Suites Tulsa

,,,Hotel Matched : 2,Hotel Not Matched : 2

,,southern hills - warren park
,,,doubletree warren place,Doubletree Hotel Warren Place Tulsa
,,,hilton,Hilton Hotel Southern Hills Tulsa
,,,marriott tulsa southern hills,Marriott Hotel Southern Hills Tulsa

,,,Hotel Matched : 3,Hotel Not Matched : 0

,,southeast - broken arrow
,,,renaissance,Renaissance Hotel Tulsa
,,,holiday inn hotel and suites,Holiday Inn Hotel & Suites South Tulsa
,,,radisson,Radisson Hotel Tulsa
,,,springhill suites,SpringHill Suites Tulsa
,,,fairfield inn woodland hills mall,Fairfield Inn Woodland Hills Tulsa
,,,la quinta inn,La Quinta Inn East Tulsa
,,,la quinta south,La Quinta Inn South Tulsa
,,,towneplace suites,TownePlace Suites Broken Arrow

,,,Hotel Matched : 8,Hotel Not Matched : 0

,,airport tul
,,,park inn tulsa airport,Park Inn Airport Tulsa
,,,best western airport,Best Western Hotel Airport Tulsa

,,,Hotel Matched : 2,Hotel Not Matched : 2

,bartlesville
,,bartlesville
,,,la quinta,La Quinta Inn Bartlesville

,,,Hotel Matched : 1,Hotel Not Matched : 0

,oklahoma city
,,oklahoma city
,,,renaissance,Renaissance Hotel Oklahoma City
,,,sheraton,Sheraton Hotel Oklahoma City
,,,residence inn,Residence Inn Downtown Oklahoma City

,,,Hotel Matched : 3,Hotel Not Matched : 1

,,north
,,,marriott waterford,Marriott Hotel Waterford Oklahoma City
,,,courtyard,Courtyard Hotel Northwest Oklahoma City
,,,northwest expressway,Fairfield Inn & Suites Northwest Expressway Warr Acres Oklahoma City
,,,crowne plaza,Crowne Plaza Hotel Oklahoma City
,,,holiday inn express bethany,Holiday Inn Express Hotel & Suites Bethany (Oklahoma)
,,,country inn and suites,Country Inn & Suites Expressway Oklahoma City

,,,Hotel Matched : 6,Hotel Not Matched : 1

,,quail springs
,,,courtyard north,Courtyard Hotel North Oklahoma City
,,,springhill suites,SpringHill Suites Quail Springs Oklahoma City

,,,Hotel Matched : 2,Hotel Not Matched : 0

,,edmond
,,,fairfield inn and suites,Fairfield Inn & Suites Edmond

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,crossroads - moore
,,,baymont suites south,Baymont Inn & Suites South Oklahoma City

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,airport okc
,,,courtyard airport,Courtyard Hotel Airport Oklahoma City
,,,hyatt place,Hyatt Place Hotel Airport Oklahoma City
,,,wyndham garden hotel,Wyndham Garden Hotel Airport Oklahoma City
,,,four pointsl,Four Points Hotel Oklahoma City
,,,residence inn west,Residence Inn West Oklahoma City
,,,baymont suites,Baymont Inn & Suites Airport Oklahoma City
,,,candlewood suites,Candlewood Suites Oklahoma City
,,,howard johnson,Howard Johnson Inn Oklahoma City
,,,la quinta,La Quinta Inn Airport Oklahoma City
,,,extended stay america airport,Extended Stay America Hotel Airport Oklahoma City

,,,Hotel Matched : 10,Hotel Not Matched : 1

,ardmore
,,,springhill suites,SpringHill Suites Ardmore

,,,Hotel Matched : 1,Hotel Not Matched : 0


wyoming
,sheridan
,,,best western sheridan center,Best Western Hotel Center Sheridan
,,,candlewood suites sheridan,Candlewood Suites Sheridan

,,,Hotel Matched : 2,Hotel Not Matched : 0

,jackson hole
,,jackson hole
,,,teton mountain lodge,Teton Mountain Lodge Teton Village

,,,Hotel Matched : 1,Hotel Not Matched : 1

,,targhee
,,,grand targhee resort,Grand Targhee Resort Alta (Wyoming)

,,,Hotel Matched : 1,Hotel Not Matched : 0

,cheyenne
,,,holiday inn,Holiday Inn Cheyenne
,,,days inn,Days Inn Cheyenne
,,,la quinta,La Quinta Inn Cheyenne
,,,ramada hitching post,Ramada Hitching Post Inn Cheyenne

,,,Hotel Matched : 4,Hotel Not Matched : 0

,casper
,,casper
,,,parkway plaza hotel,Parkway Plaza Hotel Casper

,,,Hotel Matched : 1,Hotel Not Matched : 1

,cody
,,,best western sunset motor inn,Best Western Sunset Motor Inn Cody

,,,Hotel Matched : 1,Hotel Not Matched : 0


minnesota
,minneapolis - st. paul
,,airport msp - mall of america
,,,hilton st paul airportmall of america,Hilton Hotel Saint Paul Airport Bloomington (Minnesota)
,,,marriott airport,Marriott Hotel Airport Bloomington (Minnesota)
,,,radisson bloomington by mall of america,Radisson Hotel Mall Bloomington (Minnesota)
,,,hyatt place airport,Hyatt Place Hotel Airport South Bloomington (Minnesota)
,,,residence inn bloomington,Residence Inn Minneapolis Bloomington (Minnesota)
,,,holiday inn express mall of america,Holiday Inn Express Hotel & Suites Minneapolis Airport Bloomington (Minnesota)

,,,Hotel Matched : 6,Hotel Not Matched : 4

,,bloomington west - mall of america area
,,,sofitel,Sofitel Hotel Minneapolis Bloomington (Minnesota)
,,,sheraton bloomington,Sheraton Bloomington Hotel South Minneapolis
,,,park plaza,Park Plaza Hotel Bloomington (Minnesota)
,,,residence inn edina,Residence Inn Minneapolis Edina
,,,holiday inn bloomington airport,Holiday Inn Airport Bloomington (Minnesota)

,,,Hotel Matched : 5,Hotel Not Matched : 7

,,burnsville
,,,holiday inn,Holiday Inn Burnsville

,,,Hotel Matched : 1,Hotel Not Matched : 1

,,woodbury - oakdale
,,,holiday inn east st paul,Holiday Inn Saint Paul (Minnesota)
,,,best western regency plaza,Best Western Regency Plaza Hotel Oakdale (Minnesota)
,,,extended stayamerica,Extended Stay America Hotel Woodbury

,,,Hotel Matched : 3,Hotel Not Matched : 1

,,roseville
,,,courtyard,Courtyard Hotel Saint Paul Roseville (Minnesota)
,,,radisson,Radisson Hotel Roseville (Minnesota)
,,,residence inn roseville,Residence Inn Minneapolis Roseville (Minnesota)
,,,fairfield inn,Fairfield Inn & Suites Minneapolis Roseville (Minnesota)

,,,Hotel Matched : 4,Hotel Not Matched : 1

,,northwest
,,,northland inn,Northland Inn Minneapolis
,,,staybridge suites maple grove,Staybridge Suites Minneapolis Maple Grove
,,,country inn and suites brooklyn center,Country Inn & Suites Brooklyn Center
,,,comfort inn brooklyn center,Comfort Inn Brooklyn Center
,,,extended stayamerica maple grove,Extended Stay America Hotel Maple Grove

,,,Hotel Matched : 5,Hotel Not Matched : 5

,,downtown minneapolis
,,,grand hotel minneapolis,Grand Hotel Minneapolis
,,,graves,Graves 601 Hotel Minneapolis
,,,hilton,Hilton Hotel Minneapolis
,,,hyatt regency,Hyatt Regency Hotel Minneapolis
,,,the marquette,The Marquette Hotel Minneapolis
,,,marriott minneapolis city center,Marriott Hotel City Center Minneapolis
,,,w hotel minneapolis,W Hotel Foshay Minneapolis
,,,westin,The Westin Hotel Minneapolis
,,,millenium hotel,Millennium Hotel Minneapolis
,,,radisson,Radisson Plaza Hotel Minneapolis
,,,crowne plaza northstar,Crowne Plaza Hotel Northstar Downtown Minneapolis
,,,doubletree guest suites,Doubletree Guest Suites Minneapolis
,,,residence inn at the depot,Residence Inn Depot Minneapolis
,,,ramada,Ramada Inn Downtown Minneapolis
,,,townplace suites,Towneplace Suites Downtown Minneapolis

,,,Hotel Matched : 15,Hotel Not Matched : 6

,,eagan
,,,hilton garden inn,Hilton Garden Inn Minneapolis Eagan
,,,fairfield inn,Fairfield Inn & Suites Saint Paul Airport Mendota Heights
,,,hampton inn,Hampton Inn Minneapolis Eagan
,,,extended stay america,Extended Stay America Hotel Airport Eagan
,,,homestead suites,Homestead Studio Suites Airport Eagan

,,,Hotel Matched : 5,Hotel Not Matched : 2

,rochester
,,rochester
,,,courtyard st marys,Courtyard Hotel Saint Marys Rochester (Minnesota)
,,,kahler grand hotel,Kahler Grand Hotel Rochester (Minnesota)
,,,marriott mayo clinic,Marriott Hotel Mayo Clinic Rochester (Minnesota)
,,,doubletree mayo clinic,Doubletree Hotel Mayo Clinic Rochester (Minnesota)
,,,staybridge suites,Staybridge Suites Rochester (Minnesota)
,,,springhill suites,SpringHill Suites Mayo Clinic Rochester (Minnesota)
,,,guesthouse inn,GuestHouse Inn & Suites Rochester (Minnesota)
,,,kahler inn and suites,Kahler Inn & Suites Rochester (Minnesota)

,,,Hotel Matched : 8,Hotel Not Matched : 1

,,north
,,,extended stay america,Extended Stay America Hotel North Rochester (Minnesota)

,,,Hotel Matched : 1,Hotel Not Matched : 1

,,south
,,,country inn and suites south,Country Inn & Suites South Rochester (Minnesota)
,,,ramada rochester,Ramada Hotel Mayo Clinic Rochester (Minnesota)
,,,extended stayamerica south,Extended Stay America Hotel South Rochester (Minnesota)

,,,Hotel Matched : 3,Hotel Not Matched : 1

,mankato
,,,country inn and suites,Country Inn & Suites Mankato
,,,fairfield inn,Fairfield Inn Mankato

,,,Hotel Matched : 2,Hotel Not Matched : 0

,cannon falls
,,,best western,Best Western Saratoga Inn Cannon Falls

,,,Hotel Matched : 1,Hotel Not Matched : 0

,st. cloud
,,,st cloud holiday inn and suites,Holiday Inn Hotel & Suites Saint Cloud
,,,country inn and suites east,Country Inn & Suites East Saint Cloud
,,,best western,Best Western Americanna Inn Saint Cloud
,,,fairfield inn,Fairfield Inn Saint Cloud

,,,Hotel Matched : 4,Hotel Not Matched : 0

,chanhassen
,,,best western chaska river inn and suites,Best Western River Inn & Suites Chaska

,,,Hotel Matched : 1,Hotel Not Matched : 0

,owatonna
,,,country inn and suites,Country Inn & Suites Owatonna

,,,Hotel Matched : 1,Hotel Not Matched : 0

,duluth
,,duluth
,,,radisson,Radisson Hotel Harborview Duluth (Minnesota)
,,,sheraton,Sheraton Hotel Duluth (Minnesota)
,,,fairfield inn,Fairfield Inn Duluth (Minnesota)
,,,days inn,Days Inn Duluth (Minnesota)
,,,best western downtown,Best Western Downtown Motel Duluth (Minnesota)

,,,Hotel Matched : 5,Hotel Not Matched : 1

,minneapolis-st. paul
,,west
,,,sheraton west,Sheraton West Hotel Minnetonka
,,,holiday inn express golden valley,Holiday Inn Express Hotel & Suites Golden Valley Minneapolis
,,,towneplace suites st louis park,Towneplace Suites West Saint Louis Park

,,,Hotel Matched : 3,Hotel Not Matched : 3

,,eden prairie
,,,hilton garden inn,Hilton Garden Inn Minneapolis Eden Prairie
,,,hyatt place,Hyatt Place Hotel Minneapolis Eden Prairie
,,,residence inn eden prairie eden prairie,Residence Inn Minneapolis Eden Prairie
,,,extended stay america eden prairie eden prairie,Extended Stay America Hotel Minneapolis Eden Prairie
,,,homestead studio suites eden prairie,Homestead Studio Suites Minneapolis Eden Prairie

,,,Hotel Matched : 5,Hotel Not Matched : 1

,,st. paul
,,,crowne plaza riverfront,Crowne Plaza Hotel Riverfront Saint Paul (Minnesota)
,,,hilton garden inn,Hilton Garden Inn City Center Saint Paul (Minnesota)
,,,best western kelley inn,Best Western Kelly Inn Saint Paul (Minnesota)

,,,Hotel Matched : 3,Hotel Not Matched : 2

,,university - metrodome
,,,holiday inn metrodome,Holiday Inn Metrodome Minneapolis
,,,radisson,Radisson University Hotel Minneapolis
,,,ramada plaza,Ramada Plaza Hotel Minneapolis

,,,Hotel Matched : 3,Hotel Not Matched : 0


north carolina
,charlotte
,,gastonia
,,,courtyard,Courtyard Hotel Gastonia

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,university
,,,courtyard charlotte university,Courtyard Hotel University Charlotte
,,,hilton,Hilton Hotel University Place Charlotte (North Carolina)
,,,holiday inn university,Holiday Inn University Charlotte (North Carolina)
,,,residence inn,Residence Inn Research Park Charlotte (North Carolina)
,,,springhill suites charlotte university,SpringHill Suites Research Park Charlotte

,,,Hotel Matched : 5,Hotel Not Matched : 1

,,charlotte - south park
,,,doubletree suites,Doubletree Guest Suites Southpark Charlotte (North Carolina)
,,,marriott southpark,Marriott Hotel Southpark Charlotte (North Carolina)
,,,renaissance,Renaissance Hotel SouthPark Charlotte (North Carolina)
,,,courtyard south park,Courtyard Hotel SouthPark Charlotte (North Carolina)
,,,residence inn,Residence Inn SouthPark Charlotte (North Carolina)

,,,Hotel Matched : 5,Hotel Not Matched : 0

,,downtown
,,,hilton city center,Hilton Hotel Center City Charlotte (North Carolina)
,,,marriott city center,Marriott Hotel City Center Charlotte (North Carolina)
,,,omni,Omni Hotel Charlotte (North Carolina)
,,,westin,Westin Hotel Charlotte
,,,aloft,Aloft Hotel Uptown Charlotte (North Carolina)
,,,crowne plaza,Crowne Plaza Hotel Charlotte (North Carolina)
,,,doubletree,Doubletree Hotel Gateway Village Charlotte (North Carolina)
,,,holiday inn center city,Holiday Inn Center City Charlotte (North Carolina)
,,,the blake hotel,The Blake Hotel Charlotte (North Carolina)

,,,Hotel Matched : 9,Hotel Not Matched : 2

,,executive park - charlotte south
,,,doubletree airport,Doubletree Hotel Charlottesville
,,,embassy suites,Embassy Suites Charlotte
,,,holiday inn billy graham,Holiday Inn Billy Graham Parkway Charlotte (North Carolina)
,,,residence inn,Residence Inn South Charlotte (North Carolina)
,,,extended stayamerica tyvola road,Extended Stay America Hotel Tyvola Charlotte (North Carolina)

,,,Hotel Matched : 5,Hotel Not Matched : 7

,,pineville - piper glen - ballantyne
,,,aloft ballantyne,Aloft Hotel Ballantyne Charlotte (North Carolina)
,,,four points,Four Points Hotel Pineville (North Carolina)
,,,residence inn,Residence Inn Piper Glen Charlotte (North Carolina)
,,,springhill suites,Springhill Suites Ballantyne Charlotte

,,,Hotel Matched : 4,Hotel Not Matched : 0

,,matthews
,,,courtyard,Courtyard Hotel Charlotte Matthews

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,airport clt
,,,doubletree,Doubletree Hotel Airport Charlotte
,,,four points,Four Points Hotel Harrisburg (Pennsylvania)
,,,holiday inn,Holiday Inn Airport Charlotte (North Carolina)
,,,hyatt place airport,Hyatt Place Hotel Airport Charlotte
,,,country inn and suites,Country Inn & Suites Airport Charlotte (North Carolina)
,,,fairfield inn,Fairfield Inn Hershey Harrisburg (Pennsylvania)
,,,la quinta airport north,La Quinta Inn & Suites Airport North Charlotte (North Carolina)

,,,Hotel Matched : 7,Hotel Not Matched : 2

,carolina beach
,,carolina beach

,,,Hotel Matched : 0,Hotel Not Matched : 1

,charolotte
,,rock hill
,,,country inn and suites,Country Inn & Suites Rock Hill (South Carolina)

,,,Hotel Matched : 1,Hotel Not Matched : 0

,goldsboro
,,goldsboro
,,,jameson inn,Jameson Inn Goldsboro

,,,Hotel Matched : 1,Hotel Not Matched : 2

,lumberton
,,lumberton
,,,fairfield inn,Fairfield Inn Lumberton

,,,Hotel Matched : 1,Hotel Not Matched : 0

,southern pines
,,southern pines

,,,Hotel Matched : 0,Hotel Not Matched : 1

,,cherokee
,new bern
,,,springhill suites,SpringHill Suites New Bern

,,,Hotel Matched : 1,Hotel Not Matched : 0

,winston salem
,,west
,,,courtyard hanes mall,Courtyard Hotel Hanes Mall Winston Salem
,,,la quinta inn,La Quinta Inn & Suites Winston Salem
,,,springhill suites,SpringHill Suites Winston Salem

,,,Hotel Matched : 3,Hotel Not Matched : 2

,,north
,,,holiday inn select university parkway,Holiday Inn Select University Parkway Winston Salem

,,,Hotel Matched : 1,Hotel Not Matched : 0

,greenville

,,,Hotel Matched : 0,Hotel Not Matched : 1

,brevard
,,brevard

,,,Hotel Matched : 0,Hotel Not Matched : 1

,burlington
,,burlington
,,,country inn and suites,Country Suites Burlington (North Carolina)

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,corneilus
,kill devil hills
,,,ramada plaza,Ramada Plaza Hotel Nags Head Beach Kill Devil Hills
,,,days inn oceanfront kill devil hills,Days Inn Oceanfront Wilbur Kill Devil Hills

,,,Hotel Matched : 2,Hotel Not Matched : 1

,murphy
,,murphy
,,,holiday inn expres,Holiday Inn Express Hotel & Suites Murphy

,,,Hotel Matched : 1,Hotel Not Matched : 0

,raleigh-durham
,,cary
,,,wingate state arena zone cary north  raleigh south,Wingate State Arena Raleigh

,,,Hotel Matched : 1,Hotel Not Matched : 5

,,airport rdu
,,,courtyard airport,Courtyard Hotel Morrisville
,,,four points,Four Points Raleigh Durham Airport Hotel Morrisville (North Carolina)
,,,hilton garden inn,Hilton Garden Inn Raleigh Durham Airport Morrisville
,,,residence inn,Residence Inn Durham Airport Morrisville
,,,country inn and suites,Country Inn & Suites Airport Morrisville (North Carolina)

,,,Hotel Matched : 5,Hotel Not Matched : 0

,,crabtree
,,,holiday inn,Holiday Inn Crabtree Valley Mall Raleigh
,,,marriott,Marriott Execustay Apartments Camden Manor Park Raleigh
,,,homestead studio suites,Homestead Studio Suites Crabtree Valley Raleigh

,,,Hotel Matched : 3,Hotel Not Matched : 1

,,wake forest
,,,holiday inn express,Holiday Inn Express Hotel & Suites Wake Forest North Raleigh

,,,Hotel Matched : 1,Hotel Not Matched : 0

,,chapel hill
,,,carolina inn,Carolina Inn Chapel Hill
,,,siena hotel,Siena Hotel Chapel Hill
,,,sheraton chapel hill,Sheraton Hotel Chapel Hill
,,,aloft,Aloft Hotel Chapel Hill
,,,courtyard chapel hill,Courtyard Hotel Chapel Hill
,,,chapel hill university inn,Comfort Inn University Durham (North Carolina)
,,,homewood suites,Homewood Suites Chapel Hill Durham (North Carolina)

,,,Hotel Matched : 7,Hotel Not Matched : 0

,,durham
,,,durham hilton near duke university,Hilton Hotel Duke University Durham (North Carolina)
,,,marriott convention center,Marriott Hotel Convention Center Durham (North Carolina)
,,,millennium hotel durham,Millennium Hotel Durham (North Carolina)
,,,comfort inn medical park,Comfort Inn Medical Park Durham (North Carolina)
,,,quality inn and suites durham,Quality Inn & Suites Durham (North Carolina)

,,,Hotel Matched : 5,Hotel Not Matched : 3

,,raleigh
,,,renaissance at north hills,Renaissance Hotel North Hills Raleigh
,,,hilton north raleigh,Hilton Hotel North Raleigh
,,,sheraton raleigh,Sheraton Hotel Raleigh
,,,courtyard north,Courtyard Hotel North Raleigh
,,,holiday inn brownstone,Holiday Inn Brownstone Downtown Raleigh
,,,holiday inn north,Holiday Inn Brownstone Downtown Raleigh
,,,hyatt place,Hyatt Place Hotel North Raleigh
,,,marriott city center,Marriott Hotel City Center Raleigh
,,,homestead studio suites,Homestead Studio Suites North Raleigh

,,,Hotel Matched : 9,Hotel Not Matched : 0

,,research triangle park
,,,courtyard research triangle park,Courtyard Hotel Research Triangle Park Durham (North Carolina)
,,,doubletree,Doubletree Guest Suites Raleigh Durham (North Carolina)
,,,residence inn,Residence Inn Durham (North Carolina)
,,,extended stay deluxe north,Extended Stay Deluxe Hotel Durham (North Carolina)
,,,extended stay deluxe south,Extended Stay Deluxe Hotel Durham (North Carolina)
,,,homestead studio suites,Homestead Studio Suites Durham (North Carolina)

,,,Hotel Matched : 6,Hotel Not Matched : 6

,asheville
,,airport avl
,,,clarion not yet reported,Clarion Inn Airport Fletcher
,,,fairfield inn,Fairfield Inn Asheville Airport Fletcher

,,,Hotel Matched : 2,Hotel Not Matched : 1

,,west

,,,Hotel Matched : 0,Hotel Not Matched : 1

,,downtown - biltmore estate
,,,grand bohemian,Grand Bohemian Hotel Asheville
,,,crowne plaza,Crowne Plaza Resort Asheville
,,,renaissance,Renaissance Hotel Asheville
,,,courtyard,Courtyard Hotel Asheville
,,,doubletree biltmore,Doubletree Hotel Asheville
,,,four points,Four Points Hotel Downtown Asheville
,,,holiday inn and suites downtown,Holiday Inn Hotel & Suites Downtown Asheville
,,,residence inn,Residence Inn Biltmore Asheville
,,,best western biltmore east,Best Western Hotel Biltmore East Asheville
,,,ramada inn,Ramada Inn River Ridge Asheville

,,,Hotel Matched : 10,Hotel Not Matched : 1

,,east

,,,Hotel Matched : 0,Hotel Not Matched : 3

,,biltmore square mall area

,,,Hotel Matched : 0,Hotel Not Matched : 1

,jacksonville

,,,Hotel Matched : 0,Hotel Not Matched : 1

,southport
,,southport

,,,Hotel Matched : 0,Hotel Not Matched : 1

,atlantic beach
,,atlantic beach
,,,sheraton,Sheraton Oceanfront Hotel Atlantic Beach (North Carolina)

,,,Hotel Matched : 1,Hotel Not Matched : 0

,rocky mount
,,,doubletree,Doubletree Hotel Rocky Mount (North Carolina)
,,,holiday inn us,Holiday Inn Rocky Mount (North Carolina)
,,,residence inn,Residence Inn Rocky Mount (North Carolina)
,,,country inn and suites,Country Inn & Suites Rocky Mount (North Carolina)
,,,rocky mount candlewood suites,Candlewood Suites Rocky Mount (North Carolina)

,,,Hotel Matched : 5,Hotel Not Matched : 0

,wilmington
,,wilmington
,,,courtyard,Courtyard Hotel Wilmington (North Carolina)
,,,hilton garden inn,Hilton Garden Inn Mayfaire Town Center Wilmington (North Carolina)
,,,fairfield inn,Fairfield Inn & Suites Wilmington (North Carolina)
,,,baymont inn wilmington not yet reported,Baymont Inn & Suites Wilmington (North Carolina)
,,,fairfield inn and suites,Fairfield Inn & Suites Wilmington (North Carolina)

,,,Hotel Matched : 5,Hotel Not Matched : 4

,,wrightsville beach
,,,holiday inn,Holiday Inn Resort Wrightsville Beach

,,,Hotel Matched : 1,Hotel Not Matched : 2

,statesville
,,statesville

,,,Hotel Matched : 0,Hotel Not Matched : 1

,boone
,,,best western blue ridge plaza,Best Western Blue Ridge Plaza Hotel Boone (North Carolina)
,,,la quinta inn and suites,La Quinta Inn & Suites Boone (North Carolina)

,,,Hotel Matched : 2,Hotel Not Matched : 0

,fayetteville
,,fayetteville
,,,holiday inn bordeaux,Holiday Inn Bordeaux Fayetteville (North Carolina)
,,,baymont inn,Baymont Inn & Suites Fayetteville (North Carolina)
,,,comfort inn cross creek,Comfort Inn Cross Creek Fayetteville (North Carolina)
,,,suburban extended stay hotel,Suburban Extended Stay Hotel Fayetteville (North Carolina)

,,,Hotel Matched : 4,Hotel Not Matched : 0

,greensboro
,,greensboro

,,,Hotel Matched : 0,Hotel Not Matched : 4

,,east
,,,holiday inn express east,Holiday Inn Express Hotel & Suites East Greensboro
,,,quality inn and suites,Quality Inn & Suites Greensboro

,,,Hotel Matched : 2,Hotel Not Matched : 0

,,airport gso
,,,marriott high point,Marriott Hotel High Point Airport Greensboro (North Carolina)
,,,courtyard,Courtyard Hotel Airport Greensboro (North Carolina)
,,,embassy suites,Embassy Suites Airport Greensboro
,,,candlewood suites,Candlewood Suites Greensboro (North Carolina)
,,,extended stay deluxe,Extended Stay Deluxe Hotel Greensboro (North Carolina)

,,,Hotel Matched : 5,Hotel Not Matched : 0

,,high point - archdale
,,,best western high point,Best Western Hotel High Point
,,,days inn,Days Inn High Point

,,,Hotel Matched : 2,Hotel Not Matched : 0

,,west
,,,courtyard,Courtyard Hotel Greensboro (North Carolina)
,,,hyatt place,Hyatt Place Hotel Greensboro (North Carolina)
