 Logan Intl Airport BOS - Saugus| Revere,2,,,,,,
 Downtown Toronto East| Toronto,2.5,,,,,,
,,,,,,,
 Houston Galleria| West University Place,4,,,,,,
2 days  2:00:00 ,72,71, 2011-01-05 18:33:00 , 2011-01-07 20:33:00,Recommandation changed:85||90,,' boutique hotel'| 'fitness center'| 'laundry facilities'| 'spa services'
16:00:00,71,78, 2011-01-07 20:33:00 , 2011-01-08 12:33:00,Recommandation changed:90||85,Tripadvisor rating changed:||4.0,' fitness center'
3:00:00,78,80, 2011-01-08 12:33:00 , 2011-01-08 15:33:00,Recommandation changed:85||90,,
0:30:00,80,78, 2011-01-08 15:33:00 , 2011-01-08 16:03:00,Recommandation changed:90||85,,
2:30:00,78,80, 2011-01-08 16:03:00 , 2011-01-08 18:33:00,Recommandation changed:85||90,,
0:30:00,80,78, 2011-01-08 18:33:00 , 2011-01-08 19:03:00,Recommandation changed:90||85,,
1:00:00,78,80, 2011-01-08 19:03:00 , 2011-01-08 20:03:00,Recommandation changed:85||90,,
0:30:00,80,78, 2011-01-08 20:03:00 , 2011-01-08 20:33:00,Recommandation changed:90||85,,
0:30:00,78,80, 2011-01-08 20:33:00 , 2011-01-08 21:03:00,Recommandation changed:85||90,,
0:30:00,80,78, 2011-01-08 21:03:00 , 2011-01-08 21:33:00,Recommandation changed:90||85,,
2:00:00,78,80, 2011-01-08 21:33:00 , 2011-01-08 23:33:00,Recommandation changed:85||90,,
1:00:00,80,78, 2011-01-08 23:33:00 , 2011-01-09 00:33:00,Recommandation changed:90||85,,
1:00:00,78,80, 2011-01-09 00:33:00 , 2011-01-09 01:33:00,Recommandation changed:85||90,,
1:00:00,80,78, 2011-01-09 01:33:00 , 2011-01-09 02:33:00,Recommandation changed:90||85,,
0:30:00,78,80, 2011-01-09 02:33:00 , 2011-01-09 03:03:00,Recommandation changed:85||90,,
6:30:00,80,78, 2011-01-09 03:03:00 , 2011-01-09 09:33:00,Recommandation changed:90||85,,
3:07:00,78,80, 2011-01-09 09:33:00 , 2011-01-09 12:40:00,Recommandation changed:85||90,,
0:23:00,80,78, 2011-01-09 12:40:00 , 2011-01-09 13:03:00,Recommandation changed:90||85,,
0:30:00,78,80, 2011-01-09 13:03:00 , 2011-01-09 13:33:00,Recommandation changed:85||90,,
3:30:00,80,78, 2011-01-09 13:33:00 , 2011-01-09 17:03:00,Recommandation changed:90||85,,
1:30:00,78,80, 2011-01-09 17:03:00 , 2011-01-09 18:33:00,Recommandation changed:85||90,,
2:30:00,80,78, 2011-01-09 18:33:00 , 2011-01-09 21:03:00,Recommandation changed:90||85,,
1:00:00,78,80, 2011-01-09 21:03:00 , 2011-01-09 22:03:00,Recommandation changed:85||90,,
,,,,,,,
 Ottawa West| Kanata,3,,,,,,
10:17:00,165,164, 2011-01-04 23:50:00 , 2011-01-05 10:07:00,,,
2 days  13:56:00,164,172, 2011-01-05 10:07:00 , 2011-01-08 00:03:00,,,
,,,,,,,
 Downtown Houston| Houston,3.5,,,,,,
,,,,,,,
 Houston West - Energy Corridor| Spring Valley,1,,,,,,
2 days  23:43:00 ,36,45, 2011-01-04 23:50:00 , 2011-01-07 23:33:00,,Tripadvisor rating changed:3.0||3.5,' '
1:00:00,45,36, 2011-01-07 23:33:00 , 2011-01-08 00:33:00,,Tripadvisor rating changed:3.5||3.0,' complimentary breakfast'| 'high-speed internet access'
1 day  11:30:00 ,36,45, 2011-01-08 00:33:00 , 2011-01-09 12:03:00,,Tripadvisor rating changed:3.0||3.5,' '
0:37:00,45,36, 2011-01-09 12:03:00 , 2011-01-09 12:40:00,,Tripadvisor rating changed:3.5||3.0,' complimentary breakfast'| 'high-speed internet access'
,,,,,,,
 Downtown Toronto West| Toronto,3.5,,,,,,
1 day  18:43:00,109,94, 2011-01-04 23:50:00 , 2011-01-06 18:33:00,,,
15:00:00,94,95, 2011-01-06 18:33:00 , 2011-01-07 09:33:00,,,
1 day  3:00:00,95,94, 2011-01-07 09:33:00 , 2011-01-08 12:33:00,,,
14:30:00,94,95, 2011-01-08 12:33:00 , 2011-01-09 03:03:00,,,
,,,,,,,
 LA Intl Airport LAX| Westchester,3,,,,,,
10:43:00,57,62, 2011-01-04 23:50:00 , 2011-01-05 10:33:00,Recommandation changed:70||45,,
8:00:00,62,48, 2011-01-05 10:33:00 , 2011-01-05 18:33:00,Recommandation changed:85||70,Tripadvisor rating changed:3.5||,' fitness center'| 'restaurant(s)'| 'laundry facilities'
,,,,,,,
 LA Intl Airport LAX| Westchester,3.5,,,,,,
4 days  21:13:00 ,75,77, 2011-01-04 23:50:00 , 2011-01-09 21:03:00,Recommandation changed:||70,,
0:30:00,77,62, 2011-01-09 21:03:00 , 2011-01-09 21:33:00,,,'business center'| 'laundry facilities'
,,,,,,,
 North York - Vaughan| North York,2,,,,,,
,,,,,,,
 North York - Vaughan| North York,3,,,,,,
,,,,,,,
 Ottawa East| Vanier,3,,,,,,
,,,,,,,
 North York - Vaughan| North York,1,,,,,,
,,,,,,,
 John F. Kennedy Intl Airport JFK - Jamaica| John F Kennedy Airport,2.5,,,,,,
,,,,,,,
 Downtown Anchorage| Anchorage,3,,,,,,
,,,,,,,
 Downtown - SoHo - Financial District| New York City,2,,,,,,
,,,,,,,
 Burnaby - Coquitlam| Burnaby,3,,,,,,
18:43:00,66,65, 2011-01-04 23:50:00 , 2011-01-05 18:33:00,,,
1 day  0:00:00,65,57, 2011-01-05 18:33:00 , 2011-01-06 18:33:00,,,
1 day  2:00:00,57,63, 2011-01-06 18:33:00 , 2011-01-07 20:33:00,,,
3:30:00,63,79, 2011-01-07 20:33:00 , 2011-01-08 00:03:00,Recommandation changed:80||95,Tripadvisor rating changed:||4.0,' fitness center'| 'pool(s)'
1:00:00,79,63, 2011-01-08 00:03:00 , 2011-01-08 01:03:00,Recommandation changed:95||80,Tripadvisor rating changed:4.0||,' boutique hotel'| 'smoke free rooms'| 'complimentary breakfast'| 'laundry facilities'| 'high-speed internet access'| 'golf nearby'| 'tennis nearby'
1 day  2:00:00,63,64, 2011-01-08 01:03:00 , 2011-01-09 03:03:00,,,
,,,,,,,
 Downtown - SoHo - Financial District| New York City,2.5,,,,,,
10:17:00,131,124, 2011-01-04 23:50:00 , 2011-01-05 10:07:00,Recommandation changed:90||,Tripadvisor rating changed:4.5||4.0,'fitness center'
1 day  8:26:00 ,124,131, 2011-01-05 10:07:00 , 2011-01-06 18:33:00,Recommandation changed:||90,Tripadvisor rating changed:4.0||4.5,'fitness center'
1 day  2:00:00 ,131,116, 2011-01-06 18:33:00 , 2011-01-07 20:33:00,Recommandation changed:90||,Tripadvisor rating changed:4.5||4.0,'fitness center'
1 day  2:30:00 ,116,128, 2011-01-07 20:33:00 , 2011-01-08 23:03:00,Recommandation changed:||90,Tripadvisor rating changed:4.0||4.5,'fitness center'
,,,,,,,
 Calgary South| Calgary,2,,,,,,
3 days  0:13:00 ,59,87, 2011-01-04 23:50:00 , 2011-01-08 00:03:00,Recommandation changed:||50,Tripadvisor rating changed:4.0||2.5,'fitness center'| 'pool(s)'| 'restaurant(s)'| 'laundry facilities'| 'golf nearby'
0:30:00,87,59, 2011-01-08 00:03:00 , 2011-01-08 00:33:00,Recommandation changed:50||,Tripadvisor rating changed:2.5||4.0,'fitness center'| 'pool(s)'| 'restaurant(s)'| 'laundry facilities'| 'golf nearby'
,,,,,,,
 North York - Vaughan| North York,2.5,,,,,,
,,,,,,,
 LA Intl Airport LAX| Westchester,1,,,,,,
18:43:00,58,51, 2011-01-04 23:50:00 , 2011-01-05 18:33:00,,,
1 day  0:00:00,51,49, 2011-01-05 18:33:00 , 2011-01-06 18:33:00,,,
,,,,,,,
 North York - Vaughan| North York,2,,,,,,
,,,,,,,
 El Monte - Rosemead - Monterey Park| Rosemead,2.5,,,,,,
0:43:00,65,66, 2011-01-04 23:50:00 , 2011-01-05 00:33:00,,,
19:00:00,66,65, 2011-01-05 00:33:00 , 2011-01-05 19:33:00,,,
0:30:00,65,66, 2011-01-05 19:33:00 , 2011-01-05 20:03:00,,,
0:30:00,66,67, 2011-01-05 20:03:00 , 2011-01-05 20:33:00,,,
0:30:00,67,65, 2011-01-05 20:33:00 , 2011-01-05 21:03:00,,,
0:30:00,65,66, 2011-01-05 21:03:00 , 2011-01-05 21:33:00,,,
0:30:00,66,67, 2011-01-05 21:33:00 , 2011-01-05 22:03:00,,,
0:30:00,67,66, 2011-01-05 22:03:00 , 2011-01-05 22:33:00,,,
0:30:00,66,65, 2011-01-05 22:33:00 , 2011-01-05 23:03:00,,,
0:30:00,65,66, 2011-01-05 23:03:00 , 2011-01-05 23:33:00,,,
2:00:00,66,65, 2011-01-05 23:33:00 , 2011-01-06 01:33:00,,,
0:30:00,65,66, 2011-01-06 01:33:00 , 2011-01-06 02:03:00,,,' pool(s)'
17:00:00,66,67, 2011-01-06 02:03:00 , 2011-01-06 19:03:00,,,' '
0:30:00,67,66, 2011-01-06 19:03:00 , 2011-01-06 19:33:00,,,
3:30:00,66,65, 2011-01-06 19:33:00 , 2011-01-06 23:03:00,,,
1:00:00,65,66, 2011-01-06 23:03:00 , 2011-01-07 00:03:00,,,
1:00:00,66,67, 2011-01-07 00:03:00 , 2011-01-07 01:03:00,,,
0:30:00,67,66, 2011-01-07 01:03:00 , 2011-01-07 01:33:00,,,
8:30:00,66,65, 2011-01-07 01:33:00 , 2011-01-07 10:03:00,,,
1:00:00,65,66, 2011-01-07 10:03:00 , 2011-01-07 11:03:00,,,
0:30:00,66,65, 2011-01-07 11:03:00 , 2011-01-07 11:33:00,,,
0:30:00,65,66, 2011-01-07 11:33:00 , 2011-01-07 12:03:00,,,
1 day  3:00:00,66,65, 2011-01-07 12:03:00 , 2011-01-08 15:03:00,,,
0:30:00,65,66, 2011-01-08 15:03:00 , 2011-01-08 15:33:00,,,
6:00:00,66,65, 2011-01-08 15:33:00 , 2011-01-08 21:33:00,,,
0:30:00,65,66, 2011-01-08 21:33:00 , 2011-01-08 22:03:00,,,
1:30:00,66,67, 2011-01-08 22:03:00 , 2011-01-08 23:33:00,,,
0:30:00,67,66, 2011-01-08 23:33:00 , 2011-01-09 00:03:00,,,
0:30:00,66,67, 2011-01-09 00:03:00 , 2011-01-09 00:33:00,,,
0:30:00,67,66, 2011-01-09 00:33:00 , 2011-01-09 01:03:00,,,
0:30:00,66,65, 2011-01-09 01:03:00 , 2011-01-09 01:33:00,,,
0:30:00,65,66, 2011-01-09 01:33:00 , 2011-01-09 02:03:00,,,' pool(s)'
0:30:00,66,67, 2011-01-09 02:03:00 , 2011-01-09 02:33:00,,,' '
0:30:00,67,66, 2011-01-09 02:33:00 , 2011-01-09 03:03:00,,,
8:00:00,66,67, 2011-01-09 03:03:00 , 2011-01-09 11:03:00,,,
0:30:00,67,66, 2011-01-09 11:03:00 , 2011-01-09 11:33:00,,,
5:00:00,66,65, 2011-01-09 11:33:00 , 2011-01-09 16:33:00,,,
0:30:00,65,66, 2011-01-09 16:33:00 , 2011-01-09 17:03:00,,,
2:00:00,66,65, 2011-01-09 17:03:00 , 2011-01-09 19:03:00,,,
2:00:00,65,66, 2011-01-09 19:03:00 , 2011-01-09 21:03:00,,,
,,,,,,,
 Lester B. Pearson Intl Airport YYZ| Etobicoke,3,,,,,,
19:13:00,60,61, 2011-01-04 23:50:00 , 2011-01-05 19:03:00,Recommandation changed:70||100,,'fitness center'
1:00:00,61,60, 2011-01-05 19:03:00 , 2011-01-05 20:03:00,Recommandation changed:60||70,,
1:00:00,60,61, 2011-01-05 20:03:00 , 2011-01-05 21:03:00,Recommandation changed:70||60,,
0:30:00,61,64, 2011-01-05 21:03:00 , 2011-01-05 21:33:00,Recommandation changed:90||70,,
0:30:00,64,60, 2011-01-05 21:33:00 , 2011-01-05 22:03:00,Recommandation changed:60||90,,
0:30:00,60,61, 2011-01-05 22:03:00 , 2011-01-05 22:33:00,Recommandation changed:70||60,,
1:00:00,61,60, 2011-01-05 22:33:00 , 2011-01-05 23:33:00,Recommandation changed:60||70,,
1:00:00,60,61, 2011-01-05 23:33:00 , 2011-01-06 00:33:00,Recommandation changed:70||60,,
1:00:00,61,60, 2011-01-06 00:33:00 , 2011-01-06 01:33:00,Recommandation changed:60||70,,
17:00:00,60,61, 2011-01-06 01:33:00 , 2011-01-06 18:33:00,Recommandation changed:70||60,,
0:30:00,61,59, 2011-01-06 18:33:00 , 2011-01-06 19:03:00,Recommandation changed:60||70,,
2:30:00,59,64, 2011-01-06 19:03:00 , 2011-01-06 21:33:00,Recommandation changed:90||60,,
0:30:00,64,59, 2011-01-06 21:33:00 , 2011-01-06 22:03:00,Recommandation changed:60||90,,
1:00:00,59,64, 2011-01-06 22:03:00 , 2011-01-06 23:03:00,Recommandation changed:90||60,,
0:30:00,64,59, 2011-01-06 23:03:00 , 2011-01-06 23:33:00,Recommandation changed:60||90,,
1:00:00,59,61, 2011-01-06 23:33:00 , 2011-01-07 00:33:00,Recommandation changed:70||60,,
0:30:00,61,59, 2011-01-07 00:33:00 , 2011-01-07 01:03:00,Recommandation changed:60||70,,
0:30:00,59,64, 2011-01-07 01:03:00 , 2011-01-07 01:33:00,Recommandation changed:90||60,,
0:30:00,64,59, 2011-01-07 01:33:00 , 2011-01-07 02:03:00,Recommandation changed:60||90,,
0:30:00,59,61, 2011-01-07 02:03:00 , 2011-01-07 02:33:00,Recommandation changed:70||60,,
7:30:00,61,64, 2011-01-07 02:33:00 , 2011-01-07 10:03:00,Recommandation changed:90||70,,
0:30:00,64,61, 2011-01-07 10:03:00 , 2011-01-07 10:33:00,Recommandation changed:70||90,,
0:30:00,61,60, 2011-01-07 10:33:00 , 2011-01-07 11:03:00,Recommandation changed:60||70,,
0:30:00,60,61, 2011-01-07 11:03:00 , 2011-01-07 11:33:00,Recommandation changed:70||60,,
0:30:00,61,60, 2011-01-07 11:33:00 , 2011-01-07 12:03:00,Recommandation changed:60||70,,
8:30:00,60,50, 2011-01-07 12:03:00 , 2011-01-07 20:33:00,Recommandation changed:70||60,Tripadvisor rating changed:3.0||,' smoke free rooms'| 'airport shuttle'| 'pool(s)'| 'restaurant(s)'| 'business center'| 'high-speed internet access'
,,,,,,,
 Medford - Somerville| Somerville,2.5,,,,,,
,,,,,,,
 El Monte - Rosemead - Monterey Park| Rosemead,2,,,,,,
0:30:00,50,55, 2011-01-04 23:50:00 , 2011-01-05 00:20:00,,,
0:13:00,55,50, 2011-01-05 00:20:00 , 2011-01-05 00:33:00,,,
9:34:00,50,55, 2011-01-05 00:33:00 , 2011-01-05 10:07:00,,,
0:26:00,55,50, 2011-01-05 10:07:00 , 2011-01-05 10:33:00,,,
13:30:00,50,55, 2011-01-05 10:33:00 , 2011-01-06 00:03:00,,,
0:30:00,55,50, 2011-01-06 00:03:00 , 2011-01-06 00:33:00,,,
21:00:00,50,55, 2011-01-06 00:33:00 , 2011-01-06 21:33:00,,,
0:30:00,55,50, 2011-01-06 21:33:00 , 2011-01-06 22:03:00,,,
22:30:00,50,55, 2011-01-06 22:03:00 , 2011-01-07 20:33:00,,,
0:30:00,55,50, 2011-01-07 20:33:00 , 2011-01-07 21:03:00,,,
2:30:00,50,55, 2011-01-07 21:03:00 , 2011-01-07 23:33:00,,,
0:30:00,55,50, 2011-01-07 23:33:00 , 2011-01-08 00:03:00,,,
20:00:00,50,55, 2011-01-08 00:03:00 , 2011-01-08 20:03:00,,,
0:30:00,55,50, 2011-01-08 20:03:00 , 2011-01-08 20:33:00,,,
2:00:00,50,55, 2011-01-08 20:33:00 , 2011-01-08 22:33:00,,,
0:30:00,55,50, 2011-01-08 22:33:00 , 2011-01-08 23:03:00,,,
2:00:00,50,55, 2011-01-08 23:03:00 , 2011-01-09 01:03:00,,,
0:30:00,55,50, 2011-01-09 01:03:00 , 2011-01-09 01:33:00,,,
11:30:00,50,55, 2011-01-09 01:33:00 , 2011-01-09 13:03:00,,,
0:30:00,55,50, 2011-01-09 13:03:00 , 2011-01-09 13:33:00,,,
8:30:00,50,55, 2011-01-09 13:33:00 , 2011-01-09 22:03:00,,,
0:30:00,55,50, 2011-01-09 22:03:00 , 2011-01-09 22:33:00,,,
,,,,,,,
 Downtown Toronto West| Toronto,2,,,,,,
1:43:00,67,64, 2011-01-04 23:50:00 , 2011-01-05 01:33:00,Recommandation changed:85||,,
1:00:00,64,67, 2011-01-05 01:33:00 , 2011-01-05 02:33:00,Recommandation changed:||85,,
7:34:00,67,64, 2011-01-05 02:33:00 , 2011-01-05 10:07:00,Recommandation changed:85||,,
8:56:00,64,67, 2011-01-05 10:07:00 , 2011-01-05 19:03:00,Recommandation changed:||85,,
1:00:00,67,64, 2011-01-05 19:03:00 , 2011-01-05 20:03:00,Recommandation changed:85||,,
1:00:00,64,67, 2011-01-05 20:03:00 , 2011-01-05 21:03:00,Recommandation changed:||85,,
1:00:00,67,64, 2011-01-05 21:03:00 , 2011-01-05 22:03:00,Recommandation changed:85||,,
0:30:00,64,67, 2011-01-05 22:03:00 , 2011-01-05 22:33:00,Recommandation changed:||85,,
1:00:00,67,64, 2011-01-05 22:33:00 , 2011-01-05 23:33:00,Recommandation changed:85||,,
2:00:00,64,67, 2011-01-05 23:33:00 , 2011-01-06 01:33:00,Recommandation changed:||85,,
0:30:00,67,64, 2011-01-06 01:33:00 , 2011-01-06 02:03:00,Recommandation changed:85||,,
0:30:00,64,67, 2011-01-06 02:03:00 , 2011-01-06 02:33:00,Recommandation changed:||85,,
16:00:00,67,64, 2011-01-06 02:33:00 , 2011-01-06 18:33:00,Recommandation changed:85||,,
